EVENTTYPE;REGISTERDATE;STOPID;ODOMETER;LATITUDE;LONGITUDE;TASKID;LINEID;TRIPID;DATAGRAMID;DATAGRAMDATE;BUSID
0;2-nov-18;502501;513;34827717;-765144683;383;421;302;5795717609;01-NOV-18 04.20.51.000000 PM;1
0;2-nov-18;502551;4;34844267;-765133667;383;421;302;5795718315;01-NOV-18 04.21.09.000000 PM;1
0;2-nov-18;502501;774;34846800;-765132150;383;421;302;5795718729;01-NOV-18 04.21.20.000000 PM;1
19;2-nov-18;502551;-1;34846783;-765132150;383;421;302;5795718735;01-NOV-18 04.21.20.000000 PM;1
0;2-nov-18;502501;795;34847967;-765131583;383;421;302;5795719865;01-NOV-18 04.21.49.000000 PM;1
0;2-nov-18;502551;31;34848567;-765131233;383;421;302;5795719981;01-NOV-18 04.21.52.000000 PM;1
0;2-nov-18;502551;80;34853133;-765128967;383;421;302;5795721109;01-NOV-18 04.22.23.000000 PM;1
0;2-nov-18;502551;80;34853133;-765128983;383;421;302;5795722243;01-NOV-18 04.22.52.000000 PM;1
0;2-nov-18;502551;264;34867550;-765120567;383;421;302;5795723363;01-NOV-18 04.23.21.000000 PM;1
0;2-nov-18;502551;620;34897683;-765102583;383;421;302;5795724573;01-NOV-18 04.23.52.000000 PM;1
0;2-nov-18;502551;755;34893750;-765092433;383;421;302;5795725191;01-NOV-18 04.24.07.000000 PM;1
0;2-nov-18;500104;7;34890583;-765083700;383;421;302;5795725526;01-NOV-18 04.24.16.000000 PM;1
0;2-nov-18;500104;-1;34889050;-765079383;383;421;9918;5795725757;01-NOV-18 04.24.21.000000 PM;1
0;2-nov-18;500104;32;34892650;-765077917;383;421;9918;5795726217;01-NOV-18 04.24.33.000000 PM;1
0;2-nov-18;500104;45;34892650;-765079333;383;421;9918;5795726768;01-NOV-18 04.24.48.000000 PM;1
0;2-nov-18;500104;52;34892967;-765080083;383;421;9918;5795727857;01-NOV-18 04.25.17.000000 PM;1
0;2-nov-18;500106;1;34894033;-765081817;383;421;9918;5795728720;01-NOV-18 04.25.39.000000 PM;1
0;2-nov-18;500106;-1;34894883;-765083517;383;421;846;5795728944;01-NOV-18 04.25.45.000000 PM;1
0;2-nov-18;500106;31;34896517;-765088967;383;421;846;5795729363;01-NOV-18 04.25.56.000000 PM;1
0;2-nov-18;500106;31;34897167;-765090867;383;421;846;5795729458;01-NOV-18 04.25.58.000000 PM;1
0;2-nov-18;500106;12;34896817;-765093567;383;421;846;5795729665;01-NOV-18 04.26.04.000000 PM;1
0;2-nov-18;500106;68;34892833;-765090850;383;421;846;5795730053;01-NOV-18 04.26.14.000000 PM;1
0;2-nov-18;500106;11;34891983;-765088317;383;421;846;5795730256;01-NOV-18 04.26.18.000000 PM;1
0;2-nov-18;500106;171;34890550;-765076250;383;421;846;5795731345;01-NOV-18 04.26.47.000000 PM;1
0;2-nov-18;500106;221;34893100;-765079650;383;421;846;5795732554;01-NOV-18 04.27.18.000000 PM;1
0;2-nov-18;500106;221;34893117;-765079633;383;421;846;5795733633;01-NOV-18 04.27.47.000000 PM;1
0;2-nov-18;500106;221;34893117;-765079650;383;421;846;5795734732;01-NOV-18 04.28.16.000000 PM;1
0;2-nov-18;500106;221;34893133;-765079650;383;421;846;5795735831;01-NOV-18 04.28.45.000000 PM;1
0;2-nov-18;500106;253;34894200;-765082833;383;421;846;5795736695;01-NOV-18 04.29.08.000000 PM;1
0;2-nov-18;500106;6;34894933;-765084967;383;421;846;5795736989;01-NOV-18 04.29.15.000000 PM;1
0;2-nov-18;500106;37;34895483;-765086617;383;421;846;5795737134;01-NOV-18 04.29.19.000000 PM;1
0;2-nov-18;500106;5;34895767;-765087267;383;421;846;5795738193;01-NOV-18 04.29.48.000000 PM;1
0;2-nov-18;500106;24;34896500;-765089150;383;421;846;5795738422;01-NOV-18 04.29.54.000000 PM;1
0;2-nov-18;500106;24;34897150;-765091017;383;421;846;5795738535;01-NOV-18 04.29.57.000000 PM;1
0;2-nov-18;500106;22;34896583;-765093617;383;421;846;5795738657;01-NOV-18 04.30.00.000000 PM;1
0;2-nov-18;500106;228;34887250;-765109050;383;421;846;5795739861;01-NOV-18 04.30.30.000000 PM;1
0;2-nov-18;500106;560;34863117;-765122883;383;421;846;5795740909;01-NOV-18 04.31.00.000000 PM;1
0;2-nov-18;500106;608;34859300;-765125083;383;421;846;5795741115;01-NOV-18 04.31.05.000000 PM;1
0;2-nov-18;502550;4;34846933;-765132883;383;421;846;5795741628;01-NOV-18 04.31.19.000000 PM;1
0;2-nov-18;500106;886;34844450;-765134633;383;421;846;5795742242;01-NOV-18 04.31.34.000000 PM;1
0;2-nov-18;502550;32;34843217;-765135317;383;421;846;5795743092;01-NOV-18 04.31.57.000000 PM;1
0;2-nov-18;502550;137;34830850;-765142783;383;421;846;5795744248;01-NOV-18 04.32.26.000000 PM;1
0;2-nov-18;502550;455;34805417;-765158717;383;421;846;5795745083;01-NOV-18 04.32.48.000000 PM;1
0;2-nov-18;502500;-1;34788417;-765169517;383;421;846;5795745831;01-NOV-18 04.33.07.000000 PM;1
0;2-nov-18;502550;779;34785383;-765171833;383;421;846;5795746280;01-NOV-18 04.33.18.000000 PM;1
0;2-nov-18;502500;31;34784033;-765172633;383;421;846;5795746794;01-NOV-18 04.33.30.000000 PM;1
0;2-nov-18;502500;297;34763183;-765185333;383;421;846;5795747722;01-NOV-18 04.33.55.000000 PM;1
0;2-nov-18;502450;5;34746267;-765196083;383;421;846;5795748686;01-NOV-18 04.34.19.000000 PM;1
0;2-nov-18;502500;551;34743483;-765198000;383;421;846;5795748846;01-NOV-18 04.34.24.000000 PM;1
0;2-nov-18;502450;32;34742117;-765198833;383;421;846;5795749599;01-NOV-18 04.34.43.000000 PM;1
0;2-nov-18;502450;292;34720517;-765211950;383;421;846;5795750762;01-NOV-18 04.35.14.000000 PM;1
0;2-nov-18;502450;303;34720567;-765211917;383;421;846;5795751109;01-NOV-18 04.35.23.000000 PM;1
0;2-nov-18;502450;303;34720583;-765211883;383;421;846;5795751472;01-NOV-18 04.35.31.000000 PM;1
0;2-nov-18;502450;303;34720583;-765211867;383;421;846;5795751594;01-NOV-18 04.35.34.000000 PM;1
0;2-nov-18;502450;313;34719917;-765212617;383;421;846;5795752005;01-NOV-18 04.35.44.000000 PM;1
0;2-nov-18;502450;487;34705683;-765220733;383;421;846;5795753113;01-NOV-18 04.36.13.000000 PM;1
0;2-nov-18;502450;683;34691567;-765229250;383;421;846;5795754049;01-NOV-18 04.36.37.000000 PM;1
0;2-nov-18;502450;746;34686383;-765231683;383;421;846;5795754259;01-NOV-18 04.36.42.000000 PM;1
0;2-nov-18;502450;1020;34662017;-765241000;383;421;846;5795755462;01-NOV-18 04.37.13.000000 PM;1
0;2-nov-18;502450;1072;34657633;-765244517;383;421;846;5795755899;01-NOV-18 04.37.24.000000 PM;1
0;2-nov-18;502450;1195;34648883;-765244000;383;421;846;5795757053;01-NOV-18 04.37.53.000000 PM;1
0;2-nov-18;502400;-1;34639100;-765251450;383;421;846;5795757565;01-NOV-18 04.38.06.000000 PM;1
0;2-nov-18;502450;1352;34635800;-765253967;383;421;846;5795758237;01-NOV-18 04.38.23.000000 PM;1
0;2-nov-18;502400;32;34634050;-765255183;383;421;846;5795759053;01-NOV-18 04.38.43.000000 PM;1
0;2-nov-18;502400;43;34630383;-765257683;383;421;846;5795759265;01-NOV-18 04.38.49.000000 PM;1
0;2-nov-18;502350;-1;34612450;-765270917;383;421;846;5795760111;01-NOV-18 04.39.10.000000 PM;1
0;2-nov-18;502400;331;34611567;-765271517;383;421;846;5795760532;01-NOV-18 04.39.20.000000 PM;1
0;2-nov-18;502400;338;34609750;-765272583;383;421;846;5795761714;01-NOV-18 04.39.50.000000 PM;1
0;2-nov-18;502350;32;34608683;-765273783;383;421;846;5795762556;01-NOV-18 04.40.12.000000 PM;1
0;2-nov-18;502350;280;34587517;-765288900;383;421;846;5795764295;01-NOV-18 04.40.56.000000 PM;1
0;2-nov-18;501950;-1;34038400;-765468633;383;421;846;5795819885;01-NOV-18 05.04.21.000000 PM;1
0;2-nov-18;501852;1274;34037950;-765468317;383;421;846;5795820745;01-NOV-18 05.04.42.000000 PM;1
0;2-nov-18;501852;1271;34036217;-765468600;383;421;846;5795821871;01-NOV-18 05.05.10.000000 PM;1
0;2-nov-18;501950;33;34034083;-765468383;383;421;846;5795822297;01-NOV-18 05.05.21.000000 PM;1
0;2-nov-18;501950;352;33999467;-765465017;383;421;846;5795823421;01-NOV-18 05.05.50.000000 PM;1
0;2-nov-18;501950;731;33965967;-765463783;383;421;846;5795824449;01-NOV-18 05.06.16.000000 PM;1
0;2-nov-18;502050;-1;33944400;-765459900;383;421;846;5795825253;01-NOV-18 05.06.35.000000 PM;1
0;2-nov-18;501950;1044;33943983;-765460250;383;421;846;5795825618;01-NOV-18 05.06.45.000000 PM;1
0;2-nov-18;501950;1037;33942200;-765460067;383;421;846;5795826786;01-NOV-18 05.07.15.000000 PM;1
0;2-nov-18;502050;31;33939417;-765459667;383;421;846;5795827218;01-NOV-18 05.07.26.000000 PM;1
0;2-nov-18;502050;399;-1;-1;383;421;846;5795828451;01-NOV-18 05.07.55.000000 PM;1
0;2-nov-18;502050;754;33872683;-765449467;383;421;846;5795829652;01-NOV-18 05.08.25.000000 PM;1
0;2-nov-18;502050;865;33864167;-765448033;383;421;846;5795830801;01-NOV-18 05.08.53.000000 PM;1
0;2-nov-18;502050;880;33862933;-765448083;383;421;846;5795831955;01-NOV-18 05.09.22.000000 PM;1
0;2-nov-18;502050;912;33858600;-765447500;383;421;846;5795833130;01-NOV-18 05.09.52.000000 PM;1
0;2-nov-18;502050;1211;33832867;-765443467;383;421;846;5795834324;01-NOV-18 05.10.23.000000 PM;1
0;2-nov-18;502050;1596;33792417;-765434167;383;421;846;5795835390;01-NOV-18 05.10.51.000000 PM;1
0;2-nov-18;502050;1695;33790933;-765433800;383;421;846;5795835426;01-NOV-18 05.10.52.000000 PM;1
0;2-nov-18;502150;5;33772233;-765428650;383;421;846;5795835988;01-NOV-18 05.11.07.000000 PM;1
0;2-nov-18;502050;1953;33769950;-765428083;383;421;846;5795836620;01-NOV-18 05.11.22.000000 PM;1
0;2-nov-18;502150;31;33767817;-765427733;383;421;846;5795837425;01-NOV-18 05.11.43.000000 PM;1
2;2-nov-18;502150;137;33753800;-765424367;383;421;846;5795838102;01-NOV-18 05.12.01.000000 PM;1
8;2-nov-18;502150;209;33750367;-765423550;383;421;846;5795838297;01-NOV-18 05.12.06.000000 PM;1
0;2-nov-18;502150;328;33740383;-765419950;383;421;846;5795838620;01-NOV-18 05.12.14.000000 PM;1
0;2-nov-18;502150;328;33738633;-765418767;383;421;846;5795838739;01-NOV-18 05.12.17.000000 PM;1
0;2-nov-18;502200;-1;33726717;-765403800;383;421;846;5795839441;01-NOV-18 05.12.35.000000 PM;1
0;2-nov-18;502200;31;33725900;-765401067;383;421;846;5795839694;01-NOV-18 05.12.41.000000 PM;1
0;2-nov-18;502200;42;33725100;-765399717;383;421;846;5795840039;01-NOV-18 05.12.50.000000 PM;1
0;2-nov-18;502200;6;33724150;-765398517;383;421;846;5795840894;01-NOV-18 05.13.12.000000 PM;1
0;2-nov-18;502200;36;33723450;-765396800;383;421;846;5795841086;01-NOV-18 05.13.16.000000 PM;1
0;2-nov-18;502200;32;33722217;-765394400;383;421;846;5795841161;01-NOV-18 05.13.18.000000 PM;1
0;2-nov-18;502200;71;33719567;-765389283;383;421;846;5795842353;01-NOV-18 05.13.47.000000 PM;1
0;2-nov-18;502200;184;33714600;-765380433;383;421;846;5795843485;01-NOV-18 05.14.16.000000 PM;1
0;2-nov-18;502200;228;33712333;-765377250;383;421;846;5795844706;01-NOV-18 05.14.46.000000 PM;1
0;2-nov-18;502200;347;33706650;-765368067;383;421;846;5795845854;01-NOV-18 05.15.15.000000 PM;1
0;2-nov-18;502200;687;33692883;-765336167;383;421;846;5795846975;01-NOV-18 05.15.44.000000 PM;1
0;2-nov-18;502200;1032;33680183;-765310700;383;421;846;5795848160;01-NOV-18 05.16.14.000000 PM;1
0;2-nov-18;502200;1069;-1;-1;383;421;846;5795848278;01-NOV-18 05.16.17.000000 PM;1
0;2-nov-18;502200;1116;33678067;-765305250;383;421;846;5795849479;01-NOV-18 05.16.47.000000 PM;1
0;2-nov-18;502200;1121;33677950;-765305083;383;421;846;5795850646;01-NOV-18 05.17.16.000000 PM;1
0;2-nov-18;502300;3;33672683;-765294600;383;421;846;5795851440;01-NOV-18 05.17.35.000000 PM;1
0;2-nov-18;502300;-1;33671883;-765293133;383;421;367;5795851803;01-NOV-18 05.17.44.000000 PM;1
0;2-nov-18;502300;-1;33671767;-765293033;383;421;367;5795852994;01-NOV-18 05.18.14.000000 PM;1
0;2-nov-18;502300;-1;33671717;-765293050;383;421;367;5795854154;01-NOV-18 05.18.43.000000 PM;1
0;2-nov-18;502300;-1;33671683;-765293050;383;421;367;5795855298;01-NOV-18 05.19.13.000000 PM;1
0;2-nov-18;502300;7;33669183;-765290750;383;421;367;5795856477;01-NOV-18 05.19.43.000000 PM;1
0;2-nov-18;502300;31;33668433;-765289733;383;421;367;5795856856;01-NOV-18 05.19.53.000000 PM;1
0;2-nov-18;502300;31;33668033;-765288900;383;421;367;5795856949;01-NOV-18 05.19.55.000000 PM;1
0;2-nov-18;502300;29;33668733;-765286450;383;421;367;5795857467;01-NOV-18 05.20.08.000000 PM;1
0;2-nov-18;502300;50;33671017;-765288283;383;421;367;5795857782;01-NOV-18 05.20.16.000000 PM;1
0;2-nov-18;502300;25;33671733;-765291000;383;421;367;5795858115;01-NOV-18 05.20.25.000000 PM;1
0;2-nov-18;502300;33;33671917;-765291583;383;421;367;5795859074;01-NOV-18 05.20.50.000000 PM;1
0;2-nov-18;502300;3;33672017;-765291900;383;421;367;5795860192;01-NOV-18 05.21.20.000000 PM;1
0;2-nov-18;502300;24;33672667;-765293567;383;421;367;5795860381;01-NOV-18 05.21.24.000000 PM;1
0;2-nov-18;502300;240;33682317;-765314683;383;421;367;5795861483;01-NOV-18 05.21.53.000000 PM;1
0;2-nov-18;502300;719;33701617;-765352117;383;421;367;5795862555;01-NOV-18 05.22.22.000000 PM;1
0;2-nov-18;502300;900;33708467;-765365100;383;421;367;5795863677;01-NOV-18 05.22.52.000000 PM;1
0;2-nov-18;502300;900;33708333;-765364917;383;421;367;5795864804;01-NOV-18 05.23.21.000000 PM;1
0;2-nov-18;502300;900;33708267;-765364883;383;421;367;5795865974;01-NOV-18 05.23.50.000000 PM;1
0;2-nov-18;502300;981;33712350;-765373083;383;421;367;5795867102;01-NOV-18 05.24.19.000000 PM;1
0;2-nov-18;502300;1227;33721917;-765391450;383;421;367;5795868253;01-NOV-18 05.24.50.000000 PM;1
0;2-nov-18;502300;1279;33724183;-765395283;383;421;367;5795868410;01-NOV-18 05.24.54.000000 PM;1
0;2-nov-18;502201;6;33727200;-765401200;383;421;367;5795868659;01-NOV-18 05.25.00.000000 PM;1
0;2-nov-18;502201;34;33730533;-765407783;383;421;367;5795868938;01-NOV-18 05.25.07.000000 PM;1
0;2-nov-18;502201;323;33752233;-765422617;383;421;367;5795869963;01-NOV-18 05.25.32.000000 PM;1
0;2-nov-18;502151;8;33771600;-765427567;383;421;367;5795870805;01-NOV-18 05.25.54.000000 PM;1
0;2-nov-18;502201;594;33771650;-765427500;383;421;367;5795871085;01-NOV-18 05.26.01.000000 PM;1
0;2-nov-18;502151;38;33775467;-765428767;383;421;367;5795872182;01-NOV-18 05.26.27.000000 PM;1
0;2-nov-18;502151;428;33813450;-765437817;383;421;367;5795873238;01-NOV-18 05.26.56.000000 PM;1
0;2-nov-18;501502;144;34512317;-765286167;383;421;367;5795929314;01-NOV-18 05.50.46.000000 PM;1
0;2-nov-18;501502;376;34529750;-765293633;383;421;367;5795929956;01-NOV-18 05.51.05.000000 PM;1
0;2-nov-18;501552;8;34546600;-765301917;383;421;367;5795930886;01-NOV-18 05.51.27.000000 PM;1
0;2-nov-18;501502;654;34549583;-765303450;383;421;367;5795931244;01-NOV-18 05.51.36.000000 PM;1
0;2-nov-18;501502;654;34549367;-765303217;383;421;367;5795932378;01-NOV-18 05.52.04.000000 PM;1
0;2-nov-18;501502;654;34549350;-765303183;383;421;367;5795933426;01-NOV-18 05.52.33.000000 PM;1
0;2-nov-18;501552;33;34550850;-765303783;383;421;367;5795933911;01-NOV-18 05.52.46.000000 PM;1
0;2-nov-18;501552;33;34551283;-765303950;383;421;367;5795933935;01-NOV-18 05.52.46.000000 PM;1
0;2-nov-18;500603;3;34568833;-765302083;383;421;367;5795934876;01-NOV-18 05.53.11.000000 PM;1
0;2-nov-18;502401;107;34645217;-765245733;383;421;367;5795437601;01-NOV-18 05.58.44.000000 PM;1
0;2-nov-18;502401;172;34649817;-765242183;383;421;367;5795438840;01-NOV-18 05.59.15.000000 PM;1
0;2-nov-18;502401;175;34649850;-765242000;383;421;367;5795439861;01-NOV-18 05.59.43.000000 PM;1
0;2-nov-18;502401;175;34649867;-765241983;383;421;367;5795440939;01-NOV-18 06.00.12.000000 PM;1
0;2-nov-18;502401;296;34657533;-765234767;383;421;367;5795442152;01-NOV-18 06.00.42.000000 PM;1
0;2-nov-18;502401;562;34682600;-765232083;383;421;367;5795443243;01-NOV-18 06.01.10.000000 PM;1
0;2-nov-18;502401;861;34704050;-765220350;383;421;367;5795444451;01-NOV-18 06.01.39.000000 PM;1
0;2-nov-18;502401;961;34709867;-765213800;383;421;367;5795445644;01-NOV-18 06.02.11.000000 PM;1
0;2-nov-18;502401;989;34712067;-765211733;383;421;367;5795446773;01-NOV-18 06.02.39.000000 PM;1
0;2-nov-18;502401;1007;34713367;-765211133;383;421;367;5795447934;01-NOV-18 06.03.09.000000 PM;1
0;2-nov-18;502401;1015;34715050;-765210900;383;421;367;5795449054;01-NOV-18 06.03.38.000000 PM;1
0;2-nov-18;502401;1124;34725167;-765206633;383;421;367;5795449622;01-NOV-18 06.03.53.000000 PM;1
0;2-nov-18;502451;4;34741533;-765197517;383;421;367;5795450468;01-NOV-18 06.04.14.000000 PM;1
0;2-nov-18;502401;1419;34745550;-765195183;383;421;367;5795450774;01-NOV-18 06.04.22.000000 PM;1
0;2-nov-18;502401;1421;34745600;-765194483;383;421;367;5795451916;01-NOV-18 06.04.51.000000 PM;1
0;2-nov-18;502451;33;34746383;-765193983;383;421;367;5795451972;01-NOV-18 06.04.53.000000 PM;1
0;2-nov-18;502451;299;34766783;-765182083;383;421;367;5795452915;01-NOV-18 06.05.16.000000 PM;1
0;2-nov-18;502501;9;34784833;-765170250;383;421;367;5795453767;01-NOV-18 06.05.38.000000 PM;1
0;2-nov-18;502451;553;34787417;-765168700;383;421;367;5795454087;01-NOV-18 06.05.46.000000 PM;1
0;2-nov-18;502451;561;34787600;-765168383;383;421;367;5795455212;01-NOV-18 06.06.15.000000 PM;1
0;2-nov-18;502501;31;34788667;-765167617;383;421;367;5795455373;01-NOV-18 06.06.19.000000 PM;1
0;2-nov-18;502501;360;34817033;-765150300;383;421;367;5795456588;01-NOV-18 06.06.51.000000 PM;1
0;2-nov-18;502501;498;34826783;-765144233;383;421;367;5795456916;01-NOV-18 06.06.59.000000 PM;1
0;2-nov-18;502501;631;34836933;-765138050;383;421;367;5795458059;01-NOV-18 06.07.29.000000 PM;1
0;2-nov-18;502501;631;34836550;-765138200;383;421;367;5795459201;01-NOV-18 06.07.58.000000 PM;1
0;2-nov-18;502551;-1;34844217;-765133017;383;421;367;5795460137;01-NOV-18 06.08.22.000000 PM;1
0;2-nov-18;502501;774;34846333;-765131850;383;421;367;5795460391;01-NOV-18 06.08.28.000000 PM;1
0;2-nov-18;502501;781;34847733;-765130983;383;421;367;5795461548;01-NOV-18 06.08.57.000000 PM;1
0;2-nov-18;502551;31;34848467;-765130567;383;421;367;5795461610;01-NOV-18 06.08.59.000000 PM;1
0;2-nov-18;502551;340;34872383;-765116617;383;421;367;5795462752;01-NOV-18 06.09.28.000000 PM;1
0;2-nov-18;502551;644;34897800;-765100350;383;421;367;5795463965;01-NOV-18 06.09.59.000000 PM;1
0;2-nov-18;502551;764;34893833;-765092100;383;421;367;5795464459;01-NOV-18 06.10.12.000000 PM;1
0;2-nov-18;500104;5;34890600;-765083267;383;421;367;5795464981;01-NOV-18 06.10.25.000000 PM;1
0;2-nov-18;500104;-1;34889200;-765079633;383;421;9917;5795465169;01-NOV-18 06.10.30.000000 PM;1
0;2-nov-18;500104;32;34892833;-765077367;383;421;9917;5795465679;01-NOV-18 06.10.44.000000 PM;1
0;2-nov-18;500104;35;34893133;-765078450;383;421;9917;5795465829;01-NOV-18 06.10.48.000000 PM;1
0;2-nov-18;500104;53;34893767;-765079583;383;421;9917;5795467012;01-NOV-18 06.11.18.000000 PM;1
0;2-nov-18;500104;53;34893767;-765079633;383;421;9917;5795468010;01-NOV-18 06.11.43.000000 PM;1
0;2-nov-18;500104;53;34893767;-765079633;383;421;9917;5795468180;01-NOV-18 06.11.48.000000 PM;1
0;2-nov-18;500104;53;34893683;-765079567;383;421;9917;5795469293;01-NOV-18 06.12.17.000000 PM;1
0;2-nov-18;500104;53;34893617;-765079550;383;421;9917;5795470406;01-NOV-18 06.12.47.000000 PM;1
0;2-nov-18;500104;53;34893600;-765079600;383;421;9917;5795471238;01-NOV-18 06.13.08.000000 PM;1
0;2-nov-18;500104;53;34893600;-765079600;383;421;9917;5795471270;01-NOV-18 06.13.09.000000 PM;1
0;2-nov-18;500104;53;34893600;-765079600;383;421;9917;5795471389;01-NOV-18 06.13.12.000000 PM;1
0;2-nov-18;500104;53;34893583;-765079583;383;421;9917;5795471582;01-NOV-18 06.13.17.000000 PM;1
0;2-nov-18;500104;53;34893350;-765079700;383;421;9917;5795472722;01-NOV-18 06.13.46.000000 PM;1
0;2-nov-18;500104;53;34893317;-765079733;383;421;9917;5795473858;01-NOV-18 06.14.15.000000 PM;1
0;2-nov-18;500106;5;34894133;-765081233;383;421;9917;5795474420;01-NOV-18 06.14.29.000000 PM;1
0;2-nov-18;500106;-1;34894883;-765083317;383;421;918;5795474620;01-NOV-18 06.14.34.000000 PM;1
0;2-nov-18;500106;32;34895550;-765086517;383;421;918;5795475120;01-NOV-18 06.14.48.000000 PM;1
0;2-nov-18;500106;35;34895700;-765087100;383;421;918;5795475235;01-NOV-18 06.14.51.000000 PM;1
0;2-nov-18;500106;-1;34895617;-765086883;383;421;918;5795476366;01-NOV-18 06.15.20.000000 PM;1
0;2-nov-18;500106;7;34896417;-765088733;383;421;918;5795477390;01-NOV-18 06.15.46.000000 PM;1
0;2-nov-18;500106;46;34897367;-765091150;383;421;918;5795477560;01-NOV-18 06.15.50.000000 PM;1
0;2-nov-18;500106;24;34896200;-765093917;383;421;918;5795477770;01-NOV-18 06.15.55.000000 PM;1
0;2-nov-18;500106;285;34881833;-765111850;383;421;918;5795478891;01-NOV-18 06.16.25.000000 PM;1
0;2-nov-18;500106;612;34859400;-765124967;383;421;918;5795480069;01-NOV-18 06.16.55.000000 PM;1
0;2-nov-18;500106;612;34858567;-765125483;383;421;918;5795480180;01-NOV-18 06.16.58.000000 PM;1
0;2-nov-18;502550;-1;34846800;-765132817;383;421;918;5795480874;01-NOV-18 06.17.17.000000 PM;1
0;2-nov-18;500106;885;34844367;-765134217;383;421;918;5795481308;01-NOV-18 06.17.28.000000 PM;1
0;2-nov-18;500106;885;34844533;-765134483;383;421;918;5795482440;01-NOV-18 06.17.57.000000 PM;1
0;2-nov-18;502550;31;34843083;-765135367;383;421;918;5795483074;01-NOV-18 06.18.14.000000 PM;1
0;2-nov-18;502550;382;34811733;-765154417;383;421;918;5795484203;01-NOV-18 06.18.45.000000 PM;1
0;2-nov-18;502550;474;34805333;-765158533;383;421;918;5795484319;01-NOV-18 06.18.48.000000 PM;1
0;2-nov-18;502500;-1;34788500;-765168933;383;421;918;5795484858;01-NOV-18 06.19.03.000000 PM;1
0;2-nov-18;502550;786;34785233;-765170700;383;421;918;5795485498;01-NOV-18 06.19.20.000000 PM;1
0;2-nov-18;502500;31;34784483;-765171200;383;421;918;5795485789;01-NOV-18 06.19.28.000000 PM;1
0;2-nov-18;502500;291;34764417;-765184433;383;421;918;5795486711;01-NOV-18 06.19.52.000000 PM;1
0;2-nov-18;502450;-1;34746367;-765195767;383;421;918;5795487810;01-NOV-18 06.20.21.000000 PM;1
0;2-nov-18;502500;551;34746367;-765195767;383;421;918;5795487811;01-NOV-18 06.20.21.000000 PM;1
0;2-nov-18;502500;578;34742417;-765197983;383;421;918;5795488915;01-NOV-18 06.20.51.000000 PM;1
0;2-nov-18;502450;34;34742033;-765198233;383;421;918;5795488954;01-NOV-18 06.20.52.000000 PM;1
0;2-nov-18;502450;286;34720467;-765211133;383;421;918;5795490046;01-NOV-18 06.21.21.000000 PM;1
0;2-nov-18;502450;383;34715450;-765217117;383;421;918;5795491109;01-NOV-18 06.21.50.000000 PM;1
0;2-nov-18;501002;1704;34314800;-765433767;383;421;918;5795546840;01-NOV-18 06.46.04.000000 PM;1
0;2-nov-18;501002;1730;34312800;-765435283;383;421;918;5795547977;01-NOV-18 06.46.33.000000 PM;1
0;2-nov-18;501702;32;34312833;-765435300;383;421;918;5795548502;01-NOV-18 06.46.47.000000 PM;1
0;2-nov-18;501702;323;34288667;-765448367;383;421;918;5795549725;01-NOV-18 06.47.18.000000 PM;1
0;2-nov-18;501702;576;34265217;-765459550;383;421;918;5795550829;01-NOV-18 06.47.47.000000 PM;1
0;2-nov-18;501702;688;34257850;-765462167;383;421;918;5795551145;01-NOV-18 06.47.55.000000 PM;1
0;2-nov-18;501750;3;34238033;-765469383;383;421;918;5795552091;01-NOV-18 06.48.19.000000 PM;1
0;2-nov-18;501702;962;34235733;-765470033;383;421;918;5795552329;01-NOV-18 06.48.25.000000 PM;1
0;2-nov-18;501702;961;34235750;-765470183;383;421;918;5795553425;01-NOV-18 06.48.54.000000 PM;1
0;2-nov-18;501750;32;34233700;-765471300;383;421;918;5795554584;01-NOV-18 06.49.22.000000 PM;1
0;2-nov-18;501750;132;34224333;-765474700;383;421;918;5795555773;01-NOV-18 06.49.52.000000 PM;1
0;2-nov-18;501750;163;34220200;-765475533;383;421;918;5795556924;01-NOV-18 06.50.21.000000 PM;1
0;2-nov-18;501750;559;34186500;-765484117;383;421;918;5795558139;01-NOV-18 06.50.52.000000 PM;1
0;2-nov-18;501750;704;34173917;-765483433;383;421;918;5795558521;01-NOV-18 06.51.01.000000 PM;1
0;2-nov-18;501852;4;34151317;-765484083;383;421;918;5795559922;01-NOV-18 06.51.36.000000 PM;1
0;2-nov-18;501750;988;34148200;-765484233;383;421;918;5795559924;01-NOV-18 06.51.36.000000 PM;1
0;2-nov-18;501750;989;34148450;-765483950;383;421;918;5795560826;01-NOV-18 06.51.59.000000 PM;1
0;2-nov-18;501852;31;34147267;-765483950;383;421;918;5795561893;01-NOV-18 06.52.27.000000 PM;1
0;2-nov-18;501852;79;34142300;-765484933;383;421;918;5795563042;01-NOV-18 06.52.56.000000 PM;1
0;2-nov-18;501852;126;34138367;-765484583;383;421;918;5795564230;01-NOV-18 06.53.25.000000 PM;1
0;2-nov-18;501852;463;34105000;-765476717;383;421;918;5795565349;01-NOV-18 06.53.54.000000 PM;1
0;2-nov-18;501852;640;34092733;-765475217;383;421;918;5795566506;01-NOV-18 06.54.23.000000 PM;1
0;2-nov-18;501852;763;34082500;-765473950;383;421;918;5795567659;01-NOV-18 06.54.52.000000 PM;1
0;2-nov-18;501852;984;34059667;-765471717;383;421;918;5795568488;01-NOV-18 06.55.13.000000 PM;1
0;2-nov-18;501852;1172;34044600;-765469733;383;421;918;5795569668;01-NOV-18 06.55.42.000000 PM;1
