501900,254,PLATOR1,Plaza de Toros A1,-763250868,32434575,-76.54746333,3.40960417
501901,254,PLATOR2,Plaza de Toros B1,-763250814,32435532,-76.54744833,3.40987
501950,254,PAMPA1,Pampalinda A1,-763248744,32412936,-76.54687333,3.40359333
501951,254,PAMPA2,Pampalinda B1,-763248414,32413920,-76.54678167,3.40386667
502000,254,REFUG1,Refugio A1,-763247283,32354956,-76.5464675,3.39859889
502001,254,REFUG2,Refugio B1,-763247058,32356106,-76.546405,3.39891833
502050,254,CALDAS1,Caldas A1,-763245576,32339318,-76.54599333,3.394255
502051,254,CALDAS2,Caldas B1,-763244964,32338322,-76.54582333,3.39397833
502100,254,CAPRI1,Capri A1,-763242306,32317808,-76.545085,3.38828
502101,254,CAPRI2,Capri B1,-763241274,32316134,-76.54479833,3.387815
502102,254,CAPRI3,Capri A2,-763241964,32315822,-76.54499,3.38772833
502103,254,CAPRI4,Capri B2,-763241502,32317808,-76.54486167,3.38828
502150,254,MELEN1,Melendez A1,-763234002,32237236,-76.54277833,3.37701
502151,254,MELEN2,Melendez B1,-763234044,32238304,-76.54279,3.37730667
502200,254,BUITRE1,Buitrera A1,-763223982,32221126,-76.539995,3.372535
502201,254,BUITRE2,Buitrera B1,-763225710,32222182,-76.540475,3.37282833
502250,254,UNIVAL1,Univalle A1,-763211850,32214472,-76.536625,3.37068667
502251,254,UNIVAL2,Univalle B1,-763212666,32215546,-76.53685167,3.370985
502300,254,UNIV1,Universidades A1,-763145306,32201218,-76.52925167,3.367005
502301,254,UNIV2,Universidades B1,-763144580,32201524,-76.52905,3.36709
502302,254,UNIV3,Universidades A2,-763144174,32200207,-76.52893722,3.36672417
502303,254,UNIV4,Universidades B2,-763145822,32201860,-76.529395,3.36718333
502304,254,UNIVCOM1,Universidades C1,-763141559,32159601,-76.52821083,3.36655583
502305,254,UNIVCOM2,Universidades D1,-763142073,32159121,-76.52835361,3.3664225
502309,254,UNIVCOM4,Universidades D3,-763140938,32158663,-76.52803833,3.36629528
502310,254,UNIVCOM5,Universidades C3,-763140946,32159559,-76.52804056,3.36654417
502311,254,UNIVCOM6,Universidades D5,-763139569,32158122,-76.52765806,3.366145
502312,254,UNIVCOM7,Universidades C4,-763141590,32159943,-76.52821944,3.36665083
502313,254,UNIVCOM8,Universidades D2,-763141491,32158889,-76.52819194,3.36635806
502314,254,UNIVCOM9,Universidades C2,-763140310,32159188,-76.52786389,3.36644111
502315,254,UNIVCO10,Universidades D4,-763140216,32158371,-76.52783778,3.36621417
502350,254,VERSALL1,Versalles A1,-763137908,32739732,-76.52719667,3.46103667
502351,254,VERSALL2,Versalles B1,-763136852,32740656,-76.52690333,3.46129333
502400,254,L.AMERI1,Las Americas A1,-763131110,32748660,-76.52530833,3.46351667
502401,254,L.AMERI2,Las Americas B1,-763130510,32749428,-76.52514167,3.46373
502450,254,PRADNOR1,Prados del Norte A1,-763110920,32827810,-76.5197,3.47439167
502451,254,PRADNOR2,Prados del Norte B1,-763110122,32827702,-76.51947833,3.47436167
502500,254,VIPASA1,Vipasa A1,-763101410,32842942,-76.51705833,3.478595
502501,254,VIPASA2,Vipasa B1,-763100792,32843512,-76.51688667,3.47875333
502550,254,ALAMOS1,Alamos A1,-763048192,32904056,-76.51338667,3.48446
502551,254,ALAMOS2,Alamos B1,-763047700,32904878,-76.51325,3.48468833
502600,254,N.LATIR2,Nuevo Latir B1,-762912277,32505968,-76.48674361,3.41832444
502601,254,N.LATIR1,Nuevo Latir A1,-762912625,32506523,-76.48684028,3.41847861
502650,254,AMANECE2,Amanecer B1,-762926795,32517183,-76.49077639,3.42143972
502651,254,AMANECE1,Amanecer A1,-762927172,32517699,-76.49088111,3.42158306
502700,254,TRONCAL2,Troncal Unida B1,-762940318,32529024,-76.49453278,3.42472889
502701,254,TRONCAL1,Troncal Unida A1,-762940619,32529557,-76.49461639,3.42487694
502750,254,CONQUIS2,Conquistadores B1,-763018924,32537126,-76.50525667,3.42697944
502751,254,CONQUIS1,Conquistadores A1,-763019111,32537580,-76.50530861,3.42710556
502800,254,VLNUEVA2,Villa Nueva B1,-763036519,32555470,-76.51014417,3.432075
502801,254,VLNUEVA1,Villa Nueva A1,-763036846,32555786,-76.510235,3.43216278
502850,254,ST.MONI2,Santa Monica B1,-763050097,32604315,-76.51391583,3.43453194
502851,248,ST.MONI1,Santa Monica A1,-763050209,32604556,-76.51394694,3.43459889
502900,254,PRIMITI2,Primitivo B1,-763103382,32614093,-76.51760611,3.43724806
502901,254,PRIMITI1,Primitivo A1,-763104101,32614813,-76.51780583,3.43744806
502950,254,C.PALOS2,Cien Palos B1,-763121882,32622926,-76.522745,3.43970167
502951,250,C.PALOS1,Cien Palos A1,-763122453,32623295,-76.52290361,3.43980417
503001,254,TCALIPB1,Terminal Calipso B1,-763002298,32535634,-76.50063833,3.426565
503002,254,TCALIPB2,Terminal Calipso B2,-763001206,32536648,-76.500335,3.42684667
503003,254,TCALIPB3,Terminal Calipso B3,-763000084,32537566,-76.50002333,3.42710167
503004,250,TCALIPA4,Terminal Calipso A4,-763001038,32537749,-76.50028833,3.4271525
503005,254,TCALIPA5,Terminal Calipso A5,-763002046,32536756,-76.50056833,3.42687667
503006,254,TCALIPA6,Terminal Calipso A6,-763002892,32535394,-76.50080333,3.42649833
503007,254,TCALIPB4,Terminal Calipso B4,-762959328,32538412,-76.49981333,3.42733667
503012,250,TCALIPA3,Terminal Calipso A3,-763000078,32538580,-76.50002167,3.42738333
504001,221,PCOMERC1,T. Paso del Comercio C1,-762929646,32927658,-76.49156833,3.49101611
504002,221,PCOMERC2,T. Paso del Comercio C2,-762930513,32927161,-76.49180917,3.49087806
504003,182,PCOMERC3,T. Paso del Comercio C3,0,0,0,0
504004,181,PCOMERC4,T. Paso del Comercio C4,0,0,0,0
504005,254,PCOMERC5,T. Paso del Comercio C5,-762933276,32925175,-76.49257667,3.49032639
504006,254,PCOMERC6,T. Paso del Comercio C6,-762934126,32924446,-76.49281278,3.49012389
504007,254,PCOMERC7,T. Paso del Comercio C7,-762934941,32923641,-76.49303917,3.48990028
504008,250,PCOMERA1,T. Paso del Comercio A1,-762932088,32924963,-76.49224667,3.4902675
504009,254,PCOMERA2,T. Paso del Comercio A2,-762933531,32923631,-76.4926475,3.4898975
504010,254,PCOMERA3,T. Paso del Comercio A3,-762934756,32922478,-76.49298778,3.48957722
504011,221,PCOMERA4,T. Paso del Comercio A4,-762935934,32921430,-76.493315,3.48928611
504012,182,PCOMERA5,T. Paso del Comercio A5,0,0,0,0
504013,182,PCOMERA6,T. Paso del Comercio A6,0,0,0,0
504014,182,PCOMERB1,T. Paso del Comercio B1,0,0,0,0
504015,254,PCOMERB2,T. Paso del Comercio B2,-762934781,32921329,-76.49299472,3.48925806
504016,248,PCOMERB3,T. Paso del Comercio B3,-762933851,32922149,-76.49273639,3.48948583
504017,254,PCOMERB4,T. Paso del Comercio B4,-762933071,32922717,-76.49251972,3.48964361
504018,221,PCOMERB5,T. Paso del Comercio B5,-762932221,32923410,-76.49228361,3.48983611
504019,254,PCOMERB6,T. Paso del Comercio B6,-762931817,32924114,-76.49217139,3.49003167
504020,181,PCOMERC8,T. Paso del Comercio C8,0,0,0,0
511005,254,C13K100,Cl 13 con Kr 100,-763213803,32224851,-76.5371675,3.37356972
511006,254,C13K89,Cl 13 entre Kr 89 y 100,-763214858,32228936,-76.53746056,3.37470444
511008,250,C13K87,Cl 13 entre Kr 87 y 89,-763215570,32241757,-76.53765833,3.37826583
511011,254,C13K86,Cl 13 con Kr 86,-763215492,32248882,-76.53763667,3.380245
511012,254,C13K831,Cl 13 con Kr 83 y 85,-763217538,32256328,-76.538205,3.38231333
511016,254,C25K101,Cl 25 entre Kr 101 y 102,-763127978,32144430,-76.52443833,3.36234167
511018,252,K98C25,Kr 98 entre Cl 25 y 28,-763122979,32214636,-76.52304972,3.37073222
511019,254,C42K84,Cl 42 entre Kr 84 y 85,-763113564,32257914,-76.52043444,3.38275389
511020,254,C25UAUT,Cl 25 entre Kr 114A y 118,-763124546,32112162,-76.523485,3.35337833
511021,254,C25UAUT2,Cl 25 entre Kr 117 y 114A,-763123694,32112918,-76.52324833,3.35358833
511031,248,K127C18A,Kr 127 entre Cl 18A y 18,-763155407,32000370,-76.5320575,3.33343611
511033,254,C25K99,Cl 25 entre Kr 99 y 98B,-763128978,32207727,-76.52471611,3.36881306
511034,254,K99C25,Kr 99 entre Cl 25 y 30 La 14 del Lili,-763123906,32202332,-76.52330722,3.36731444
511035,254,K122C151,Kr 122 entre Cl 16 y 15,-763212673,32034108,-76.53685361,3.34280778
511036,254,K122C152,Kr 122 entre Cl 15 y 16,-763211671,32033710,-76.53657528,3.34269722
511037,248,K122C121,Kr 122 entre Cl 13 y 12,-763226370,32033450,-76.54065833,3.342625
511038,254,K122C122,Kr 122 entre Cl 12 y 13,-763228188,32032402,-76.54116333,3.34233389
511039,254,K122C61,Kr 122 entre Cl 12 y 6,-763238848,32033169,-76.54412444,3.34254694
511040,254,K122C62,Kr 122 entre Cl 5 y 9,-763236507,32031866,-76.54347417,3.342185
511043,248,K118C241,Kr 118 entre Cl 25 y 22,-763130525,32103247,-76.52514583,3.35090194
511044,254,K118C201,Kr 118 entre Cl 20 y 18,-763144757,32102564,-76.52909917,3.35071222
511045,254,K122C17A,Kr 122 entre Cl 17A y 16,-763158225,32035045,-76.53284028,3.34306806
511046,250,C18CARU1,Cl 18 entre Kr 122 y 121,-763150630,32038944,-76.53073056,3.34415111
511048,250,VBUITREY,Via a la Buitrera La Y,-763327977,32149212,-76.55777139,3.36367
511049,250,VBUIRAPI,Via a la Buitrera Rapitienda La Buitrera,-763346275,32153207,-76.56285417,3.36477972
511050,250,VBUIDIAN,Via a la Buitrera Colegio Diana Oese,-763351877,32157510,-76.56441028,3.365975
511051,250,VBUIFERR,Via a la Buitrera Ferreteria el Portento,-763344570,32207273,-76.56238056,3.36868694
511052,250,VBUIGIRA,Via a la Buitrera Girasoles Web Cafe,-763351070,32218968,-76.56418611,3.37193556
511053,250,VBUIPIED,Via a la Buitrera Sector Las Piedras Km ,-763353779,32233043,-76.56493861,3.37584528
511054,250,VBUIPIE2,Via a la Buitrera Las Piedras,-763353707,32232652,-76.56491861,3.37573667
511056,250,VBUIMACO,Via La Buitrera Callejon Los Pinos,-763416261,32256309,-76.57118361,3.38230806
511059,250,VBUITIEN,Via a la Buitrera Tienda Inicio de ruta,-763441302,32258191,-76.57813944,3.38283083
511061,250,VBUIFINC,Via a la Buitrera Finca santa Ana,-763417448,32256775,-76.57151333,3.3824375
511062,250,VBUIGOLD,Via a la Buitrera Golden Net,-763406025,32244710,-76.56834028,3.37908611
511064,250,VBUISECT,Via a la Buitrera Sector Girasoles,-763351661,32219821,-76.56435028,3.3721725
511066,250,VBUIFER,Via a la Buitrera Ferreteria La Buitrera,-763352511,32159628,-76.56458639,3.36656333
511067,250,VBUICOLE,Via a la Buitrera Colegio,-763346960,32153373,-76.56304444,3.36482583
511068,250,VBUIY2,Via a la Buitrera Y,-763328632,32149024,-76.55795333,3.36361778
511069,250,C13K101A,Cl 13 entre Kr 101A y 102,-763214324,32206634,-76.53731222,3.36850944
511070,250,VBUIPINO,Via a la Buitrera Los Pinos,-763318090,32147673,-76.555025,3.3632425
511071,250,VBUILOSP,Via a la Buitrera Los Pinos,-763318792,32147520,-76.55522,3.3632
511072,250,C4OK94P,Cl 4 Oe con Kr 94,-763334559,32233794,-76.55959972,3.37605389
511073,250,VBUISENA,Via a la  Buitrera SENA-1,-763335221,32150797,-76.55978361,3.36411028
511074,250,VBUISEN2,Via a la  Buitrera SENA,-763336100,32150580,-76.56002778,3.36405
511075,250,VBUICO,Via a la Buitrera Colacteos,-763343142,32158565,-76.56198389,3.36626806
511076,250,VBUICOLA,Via a la Buitrera Colacteos,-763343419,32158380,-76.56206083,3.36621667
511077,250,VBUIDUQU,Via a la Buitrera Duquelandia,-763401553,32235552,-76.56709806,3.37654222
511078,250,VBUIPANA,Via a la Buitrera Panaderia Nueva Vida,-763406128,32246625,-76.56836889,3.37961806
511079,250,VBUILAJA,Via a la Buitrera Colegio Las Lajas,-763407945,32252788,-76.56887361,3.38133
511080,250,VBUICAPR,Via a la Buitrera Capricho Km 6,-763430020,32257092,-76.57500556,3.38252556
511081,250,VBUIK7,Via a la Buitrera Km 7,-763441081,32258473,-76.57807806,3.38290917
511082,250,VBUIBAJA,Via a la Buitrera Colegio Las Lajas Baja,-763410415,32254014,-76.56955972,3.38167056
511083,250,VBUIFATI,Via a la Buitrera Fatima,-763359968,32236462,-76.56665778,3.376795
511084,250,VBUISPOR,Via a la Buitrera Sector El Portento,-763344469,32206598,-76.5623525,3.36849944
511085,250,V_CASC10,Via Principal Cascajal,-763059557,31904528,-76.51654361,3.31792444
511086,250,C18K1413,Cl 18 con Kr 141,-763206524,31919143,-76.53514556,3.32198417
511087,250,C18K1414,Cl 18 con Kr 141,-763205732,31918944,-76.53492556,3.32192889
511090,250,C42K81A,Cl 42 entre Kr 81A y 81 Lote,-763111900,32314929,-76.51997222,3.38748028
511093,221,C48K82,Cl 48 entre Kr 82 y 83Bis,-763058565,32309665,-76.51626806,3.38601806
511094,221,C48K83C,Cl 48 entre Kr 83C y 83E,-763058558,32259218,-76.51626611,3.38311611
511095,221,C48K85,Cl 48 entre Kr 85 y 86,-763058558,32247863,-76.51626611,3.37996194
511098,250,C42K85E,Cl 42 entre Kr 85E y 85D,-763113039,32248733,-76.52028861,3.38020361
511099,250,C42K83E,Cl 42 entre Kr 84 y 83E,-763112958,32256835,-76.52026611,3.38245417
511100,250,K99C45,Kr 99 entre Cl 45 y 42,-763112000,32206453,-76.52,3.36845917
511102,250,C14K85B,Cl 14 entre Kr 85B y 85A,-763159197,32253734,-76.53311028,3.38159278
